"","mod18$group","dist"
"1","DNE2018",0.446620173978761
"2","DNE2018",0.255940300726868
"3","DNE2018",0.0817729322751062
"4","DNE2018",0.0731589108167326
"5","DNE2018",0.230583128065175
"6","DNE2018",0.115828222496657
"7","DNE2018",0.0821294740714704
"8","DNE2018",0.14950631391775
"9","DNW2018",0.168355045529893
"10","DNW2018",0
"11","DNW2018",0.153832814988084
"12","DNW2018",0.0909876683538342
"13","DNW2018",0
"14","DNW2018",0.388367238548247
"15","DNW2018",0.108790254989093
"16","DNW2018",0.20428981162112
"17","DSE2018",0.152896783802082
"18","DSE2018",0.0196680807790521
"19","DSE2018",0.236186471774813
"20","DSE2018",0
"21","DSE2018",0.34596676086047
"22","DSE2018",0.12724025457175
"23","DSE2018",0.10897048364999
"24","DSE2018",0
"25","DSW2018",0.228925902301275
"26","DSW2018",0.329040071561857
"27","DSW2018",0.32424098417121
"28","DSW2018",0.203504956213769
"29","DSW2018",0.066209079302407
"30","DSW2018",0.0733383434587941
"31","DSW2018",0.292915722943923
"32","DSW2018",0.128319411950954
"33","ENE2018",0.404573123906379
"34","ENE2018",0.0402949123981442
"35","ENE2018",0.348209228857365
"36","ENE2018",0
"37","ENE2018",0.187603529449406
"38","ENE2018",0.171141756575496
"39","ENE2018",0.117070927009722
"40","ENE2018",0.0728396703718363
"41","ENW2018",0.344643336124589
"42","ENW2018",0.193311563142967
"43","ENW2018",0.130938203945395
"44","ENW2018",0.328678632261169
"45","ENW2018",0.0804529857487982
"46","ENW2018",0.227428887302295
"47","ENW2018",0.196863098825101
"48","ENW2018",0.114768384652593
"49","ESE2018",0.0654025836173191
"50","ESE2018",0.450591165912635
"51","ESE2018",0.117259271200968
"52","ESE2018",0.0131544003466708
"53","ESE2018",0.217147733668067
"54","ESE2018",0.185802752280573
"55","ESE2018",0.182386723088023
"56","ESE2018",0.131417507560314
"57","ESW2018",0.253510377776139
"58","ESW2018",0.291080619122102
"59","ESW2018",0.277216467956058
"60","ESW2018",0.151348701621007
"61","ESW2018",0.550532088346072
"62","ESW2018",0.602791497037546
"63","ESW2018",0.195426472742107
"64","ESW2018",0.359358533412084
"65","RME2018",0.102958135889793
"66","RME2018",0.209536859415679
"67","RME2018",0.134567360208554
"68","RME2018",0.0335778988587586
"69","RME2018",0.117466195751298
"70","RME2018",0.336384339922066
"71","RME2018",0.190588234634261
"72","RME2018",0.174778743998943
"73","RNE2018",0.195911688828006
"74","RNE2018",0.118804737719534
"75","RNE2018",0.023515100475573
"76","RNE2018",0.0297228592821
"77","RNE2018",0.220755332595713
"78","RNE2018",0.0436289996697599
"79","RNE2018",0.217607760346205
"80","RNE2018",0.307867955778974
"81","RNW2018",0.201139979971016
"82","RNW2018",0.145183114852406
"83","RNW2018",0.232808624459532
"84","RNW2018",0.218325492559356
"85","RNW2018",0.289469448931239
"86","RNW2018",0.0801137782598462
"87","RNW2018",0.278019463081663
"88","RNW2018",0
"89","RSE2018",0.131626084580105
"90","RSE2018",0.279014056665402
"91","RSE2018",0.163729043319649
"92","RSE2018",0.120581194479931
"93","RSE2018",0.182488718538095
"94","RSE2018",0.173112762472858
"95","RSE2018",0.10640469424364
"96","RSE2018",0
"97","WAG3",0.200347267063984
"98","WAG3",0.0756940233654089
"99","WAG3",0.149922806537765
"100","WAG3",0.198350738798727
"101","WAG3",0
"102","WAG3",0
"103","WAG4",0.224037424725275
"104","WAG4",0.1183433360202
"105","WAG4",0.203242147628273
"106","WAG4",0.155990718988704
"107","WAG4",0.234772065229141
"108","WAG4",0.119538330754289
"109","WAG4",0.0659455032924784
"110","WAG4",0.169074431491675
"111","WAG1",0.0609030627838487
"112","WAG1",0.0952909054158067
"113","WAG1",0.111904617753439
"114","WAG1",0.0620813615151753
"115","WAG1",0.0867794607901482
"116","WAG1",0.106826185819209
"117","WAG1",0.259943211616266
"118","WAG1",0.101984662097742
"119","WAG2",0.106729076095444
"120","WAG2",0.143244810589756
"121","WAG2",0.26399750314414
"122","WAG2",0.211721583521428
"123","WAG2",0.117482071543682
"124","WAG2",0.2432625770961
"125","WAG2",0.172580375415824
"126","WAG2",0.200619618303989
"127","WAG3",0.646419075524001
"128","WAG3",0.263733578211435
